Discipline_ZhS_Srce,Discipline_ZhT_Srce,Discipline_Level2,Discipline_Level2_Strd,Discipline_Level1,Discipline_Level1_Strd,Discipline_Level0,Discipline_Level0_ZhT,Level1_code,,,,
"政治
预科二","政治
預科二",Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治 一年,政治 一年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治，2年级期满,政治，2年級期滿,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治一年,政治一年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治主系史学副系,政治主系史學副系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治主系史学经济副系,政治主系史學經濟副系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治二年,政治二年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治制度,政治制度,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治学,政治學,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治学系,政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治学系一年,政治學系一年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治学系二年,政治學系二年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治研究,政治研究,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治研究所,政治研究所,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治科,政治科,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治科，1年级（完3）,政治科，1年級（完3）,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治科，3年级,政治科，3年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治系,政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治系一年,政治系一年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治系三年,政治系三年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治系二年,政治系二年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治学,文學院政治學,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治学系,文學院政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治系,文學院政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院历史政治学系,文學院曆史政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学政治系二年级,文法學政治系二年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院 政治学系,文法學院 政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院中国政治学系一年级,文法學院中國政治學系一年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院政治学系,文法學院政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院政治学系一年级,文法學院政治學系一年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院政治学系三年级,文法學院政治學系三年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院政治学系二年级,文法學院政治學系二年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院政治系四年级,文法學院政治系四年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法院政治三,文法院政治三,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文理学院政治学系,文理學院政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文科政治系,文科政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文院历政治系,文院曆政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
"暂不入系
政治","暫不入系
政治",Political Science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
本校政治系一年,本校政治系一年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法_政治,法_政治,Political Science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院中国政治学系一年级,法學院中國政治學系一年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治学系,法學院政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治学系一年级,法學院政治學系一年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治学系三年级,法學院政治學系三年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治学系二下年级,法學院政治學系二下年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治学系二年级,法學院政治學系二年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治系,法學院政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治系二年,法學院政治系二年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法学院政治系二年级,法學院政治系二年級,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法库政治学系二年,法庫政治學系二年,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法律政治,法律政治,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法政大学专门部,法政大學專門部,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法政科,法政科,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法本政治,法本政治,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法科政治学系,法科政治學系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法院政治系,法院政治系,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
法预 政治,法預 政治,Political Science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
,行政學,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
预乙 政治,預乙 政治,Political Science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
预乙政治,預乙政治,Political science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
预科一 法本政治,預科一 法本政治,Political Science,政治學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
"优 师范科
农化","優 師範科
農化",Preparatory,預備科,Other,其他,Other,其他,OTH,,,,
大学预科,大學預科,Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"文预科
哲学","文預科
哲學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
新制预科,新制預科,Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
理预科，2年级,理預科，2年級,Preparatory,預備科,Other,其他,Other,其他,OTH,,,,
预一,預一,Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
预一部,預一部,Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预一部
政治","預一部
政治",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预一部
经济","預一部
經濟",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
预乙,預乙,Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
俄文","預乙
俄文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
史学","預乙
史學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
哲学","預乙
哲學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
哲学
政治","預乙
哲學
政治",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
哲学
政治
经济","預乙
哲學
政治
經濟",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
国文","預乙
國文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
国文
史学","預乙
國文
史學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
地质","預乙
地質",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
外语","預乙
外語",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
德文","預乙
德文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
心理","預乙
心理",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
心理
哲学","預乙
心理
哲學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
政治","預乙
政治",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
政治
国文","預乙
政治
國文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
教育","預乙
教育",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
法律","預乙
法律",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
法律
史学","預乙
法律
史學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
法文","預乙
法文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
经济","預乙
經濟",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
经济
法律","預乙
經濟
法律",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
英文","預乙
英文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
英文
国文","預乙
英文
國文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
英文
政治","預乙
英文
政治",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
西文","預乙
西文",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
预甲","預乙
預甲",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
"预乙
预甲
化学","預乙
預甲
化學",Preparatory,預備科,Preparatory,預備科,Preparatory,預備科,OTH,,,,
预乙 经济 国文,預乙 經濟 國文,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预二,預二,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预二
地质","預二
地質",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预二
政治","預二
政治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预二部,預二部,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预二部
国文","預二部
國文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预二部
探治","預二部
探治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预二部
采冶","預二部
采冶",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预备,預備,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预备科,預備科,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预备科
土木","預備科
土木",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预备科
法律","預備科
法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预备科
矿冶","預備科
礦冶",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预备科 
法律","預備科 
法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预工,預工,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预文
国文","預文
國文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预理
数学","預理
數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预理科,預理科,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预甲,預甲,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
化学","預甲
化學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
化学
教育","預甲
化學
教育",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
化学
物理
地质","預甲
化學
物理
地質",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
化学
经济","預甲
化學
經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
史学","預甲
史學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
哲学","預甲
哲學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
国文","預甲
國文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
地质","預甲
地質",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
地质
数学","預甲
地質
數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
政治","預甲
政治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
教育","預甲
教育",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
数学","預甲
數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
物理","預甲
物理",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
物理
教育","預甲
物理
教育",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
生物","預甲
生物",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
经济","預甲
經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
经济
教育","預甲
經濟
教育",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
英文","預甲
英文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
预乙","預甲
預乙",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
预乙

史学","預甲
預乙

史學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲
预乙
法律","預甲
預乙
法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲 
物理","預甲 
物理",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预甲 
物理
教育","預甲 
物理
教育",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预甲  预乙,預甲  預乙,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科,預科,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
土木","預科
土木",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
地质","預科
地質",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
工本矿冶","預科
工本礦冶",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
工科","預科
工科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
法律","預科
法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
法本法律","預科
法本法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
法科","預科
法科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
法预","預科
法預",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
物理数学","預科
物理數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
理科","預科
理科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科
经济","預科
經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科，1年级,預科，1年級,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科，2年级,預科，2年級,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科，3年级,預科，3年級,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科一,預科一,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一

法律","預科一

法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
中文
史学","預科一
中文
史學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
化学","預科一
化學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
史学","預科一
史學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
哲学","預科一
哲學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
商业","預科一
商業",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
国文","預科一
國文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
工本土木","預科一
工本土木",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
政治","預科一
政治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
文本国文","預科一
文本國文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
文科","預科一
文科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法律","預科一
法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法律
英文","預科一
法律
英文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法本商业","預科一
法本商業",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法本政治","預科一
法本政治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法本法律","預科一
法本法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法本经","預科一
法本經",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法本经济","預科一
法本經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
法科","預科一
法科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
理本化学","預科一
理本化學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
经济","預科一
經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一
英文","預科一
英文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科一 
法本商业","預科一 
法本商業",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科二,預科二,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
化学","預科二
化學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
土木","預科二
土木",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
土木门","預科二
土木門",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
地质","預科二
地質",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
工本土木","預科二
工本土木",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
工本土木门","預科二
工本土木門",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
工本矿冶","預科二
工本礦冶",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
工本矿治","預科二
工本礦治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
工科","預科二
工科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
德文","預科二
德文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
探治门","預科二
探治門",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
政治","預科二
政治",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
数学","預科二
數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
法文","預科二
法文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
法本商业","預科二
法本商業",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
法本法律","預科二
法本法律",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
法本经济","預科二
法本經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
物理","預科二
物理",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
理本化学","預科二
理本化學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
理本数学","預科二
理本數學",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
理本物理","預科二
理本物理",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
理科","預科二
理科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
英文","預科二
英文",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
采冶","預科二
采冶",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
预备科","預科二
預備科",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科二
预科
经济","預科二
預科
經濟",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科二 理科,預科二 理科,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科二年,預科二年,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科专门部,預科專門部,Preparatory,預備科,Humanities,預備科,Humanities and Social Sciences,人文社會科學,OTH,,,,
"预科旁听
预一部","預科旁聽
預一部",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
"预科旁听
预二部","預科旁聽
預二部",Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预科毕业,預科畢業,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
预部,預部,Preparatory,預備科,Humanities,預備科,Preparatory,預備科,OTH,,,,
哲学心理,哲學心理,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲学心理学系,哲學心理學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲学心理系,哲學心理系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲心,哲心,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲心学,哲心學,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲心学系,哲心學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲心系,哲心系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
哲理,哲理,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
师范研究所教育心理学,師範研究所教育心理學,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理,心理,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
"心理
心理学类研究生","心理
心理學類研究生",Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
"心理 
教育","心理 
教育",Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理主系教育副系,心理主系教育副系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理学,心理學,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理学系,心理學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理学部,心理學部,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理学类研究生（助教兼）,心理學類研究生（助教兼）,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理研究所,心理研究所,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理系,心理系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
心理组,心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育主系，心理副系,教育主系，心理副系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育主系心理副系,教育主系心理副系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育心理学,教育心理學,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育心理学系,教育心理學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育研究所教育心理,教育研究所教育心理,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲学心理教育系心理组,文學院哲學心理教育系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲学心理系,文學院哲學心理系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲学心理系心理组,文學院哲學心理系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲学系心理组,文學院哲學系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心教系哲学组转文学院哲心教系心理组,文學院哲心教系哲學組轉文學院哲心教系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
